user_id,age_group,layout,time_spent
1851,Young,Old_Layout,14.18
1852,Older,Old_Layout,4.59
1853,Young,New_Layout,20.51
1854,Older,Old_Layout,7.01
1855,Young,New_Layout,16.05
1856,Young,Old_Layout,16.24
1857,Young,Old_Layout,16.22
1858,Older,New_Layout,6.28
1859,Older,Old_Layout,6.23
1860,Young,Old_Layout,17.31
1861,Older,New_Layout,6.32
1862,Older,New_Layout,6.62
1863,Older,New_Layout,9.53
1864,Older,New_Layout,8.41
1865,Older,Old_Layout,5.83
1866,Older,Old_Layout,5.51
1867,Young,Old_Layout,15.59
1868,Young,Old_Layout,13.01
1869,Older,New_Layout,9.57
1870,Older,New_Layout,9.75
1871,Young,New_Layout,17.66
1872,Young,Old_Layout,14.93
1873,Older,New_Layout,5.7
1874,Older,Old_Layout,5.77
1875,Young,Old_Layout,15.86
1876,Young,Old_Layout,14.91
1877,Older,New_Layout,9.69
1878,Older,New_Layout,7.5
1879,Young,Old_Layout,15.85
1880,Young,Old_Layout,13.47
1881,Young,Old_Layout,14.96
1882,Older,Old_Layout,4.74
1883,Young,Old_Layout,15.34
1884,Young,Old_Layout,14.45
1885,Older,New_Layout,7.8
1886,Young,Old_Layout,16.24
1887,Older,New_Layout,7.34
1888,Young,Old_Layout,12.59
1889,Young,Old_Layout,17.62
1890,Young,New_Layout,20.07
1891,Older,New_Layout,6.06
1892,Older,New_Layout,9.03
1893,Older,Old_Layout,4.25
1894,Young,Old_Layout,15.4
1895,Older,New_Layout,8.44
1896,Young,Old_Layout,14.65
1897,Young,Old_Layout,13.82
1898,Older,New_Layout,6.96
1899,Young,Old_Layout,13.63
1900,Young,Old_Layout,13.75
1901,Young,Old_Layout,14.9
1902,Young,Old_Layout,13.93
1903,Young,Old_Layout,16.02
1904,Older,New_Layout,10.23
1905,Older,New_Layout,7.13
1906,Older,New_Layout,8.36
1907,Older,Old_Layout,5.75
1908,Young,Old_Layout,15.71
1909,Young,Old_Layout,15.11
1910,Young,Old_Layout,16.11
1911,Older,New_Layout,8.72
1912,Young,New_Layout,16.14
1913,Older,Old_Layout,6.3
1914,Older,New_Layout,9.33
1915,Older,New_Layout,6.86
1916,Older,New_Layout,8.06
1917,Young,New_Layout,19.02
1918,Older,New_Layout,7.69
1919,Older,New_Layout,9.61
1920,Young,Old_Layout,18.55
1921,Older,New_Layout,6.82
1922,Older,New_Layout,5.93
1923,Older,New_Layout,8.46
1924,Older,New_Layout,9.08
1925,Older,New_Layout,7.65
1926,Young,Old_Layout,17.18
1927,Young,Old_Layout,12.99
1928,Older,New_Layout,9.04
1929,Older,New_Layout,7.09
1930,Young,Old_Layout,17.58
1931,Young,Old_Layout,17.99
1932,Older,New_Layout,6.85
1933,Older,New_Layout,7.18
1934,Older,New_Layout,9.29
1935,Young,Old_Layout,14.42
1936,Young,New_Layout,17.93
1937,Young,Old_Layout,15.04
1938,Older,Old_Layout,2.12
1939,Young,Old_Layout,14.98
1940,Older,New_Layout,6.97
1941,Young,Old_Layout,14.26
1942,Older,New_Layout,10.17
1943,Older,New_Layout,6.12
1944,Older,New_Layout,9.22
1945,Young,Old_Layout,14.58
1946,Young,Old_Layout,14.58
1947,Young,Old_Layout,16.19
1948,Older,New_Layout,8.51
1949,Older,New_Layout,8.86
1950,Older,New_Layout,9.45
1951,Older,New_Layout,7.5
1952,Older,New_Layout,7.08
1953,Young,Old_Layout,13.37
1954,Older,New_Layout,6.76
1955,Older,Old_Layout,9.42
1956,Young,New_Layout,19.87
1957,Older,New_Layout,5.97
1958,Young,Old_Layout,13.02
1959,Young,Old_Layout,15.72
1960,Older,New_Layout,8.82
1961,Young,Old_Layout,15.82
1962,Older,New_Layout,7.62
1963,Young,New_Layout,17.81
1964,Young,Old_Layout,15.49
1965,Young,Old_Layout,15.13
1966,Young,Old_Layout,11.67
1967,Older,New_Layout,7.66
1968,Young,Old_Layout,13.72
1969,Older,New_Layout,8.26
1970,Older,New_Layout,12.48
1971,Older,New_Layout,8.55
1972,Older,Old_Layout,4.53
1973,Older,New_Layout,9.38
1974,Young,Old_Layout,15.72
1975,Young,Old_Layout,15.63
1976,Young,New_Layout,18.91
1977,Older,New_Layout,11.08
1978,Young,Old_Layout,13.3
1979,Older,Old_Layout,5.71
1980,Older,Old_Layout,3.61
1981,Young,Old_Layout,15.83
1982,Older,Old_Layout,3.62
1983,Young,Old_Layout,14.37
1984,Young,Old_Layout,14.56
1985,Older,New_Layout,9.46
1986,Older,New_Layout,9.38
1987,Older,New_Layout,6.13
1988,Older,New_Layout,8.08
1989,Young,Old_Layout,13.94
1990,Older,New_Layout,6.11
1991,Older,New_Layout,7.67
1992,Older,New_Layout,7.54
1993,Young,Old_Layout,18.64
1994,Older,New_Layout,8.65
1995,Young,Old_Layout,12.93
1996,Young,Old_Layout,14.15
1997,Older,Old_Layout,6.53
1998,Young,Old_Layout,18.13
1999,Older,New_Layout,5.62
2000,Older,New_Layout,5.18
